elf_sha256=512f3c39d4e37b4815411c97ca7352ddc57916d33f0f62982b84fc30765ab67c
payload_bytes=25268 payload_sha256=82ffb5937025d8b0afad4c2157223ca173498316aa1022cbe5c6317ee16d9a92 transport=http
WIFI READY 192.168.169.176 80 i2s=gpio13,18,21,25 heap_free=117132
LOADED bytes=25268 pixels=452 heap=39096 us=11892
transfer_seconds=0.406
LOADED bytes=25268 pixels=452 heap=35696 us=11629
transfer_seconds=0.188
LOADED bytes=25268 pixels=452 heap=35504 us=11196
transfer_seconds=0.172
VERIFIED HTTP authorization rejection
REJECT Version
REJECT Limit
REJECT Checksum
VERIFIED concurrent HTTP upload rejection
VERIFIED interrupted HTTP upload disconnect
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1833 eval_max_us=2146 encode_avg_us=2471 encode_max_us=2749 dma_wait_avg_us=1983 dma_wait_max_us=2019 total_avg_us=6345 total_max_us=6380 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1840 eval_max_us=2238 encode_avg_us=2476 encode_max_us=2785 dma_wait_avg_us=1976 dma_wait_max_us=2038 total_avg_us=6349 total_max_us=6442 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1835 eval_max_us=2161 encode_avg_us=2472 encode_max_us=2738 dma_wait_avg_us=1985 dma_wait_max_us=2074 total_avg_us=6350 total_max_us=6682 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1828 eval_max_us=2152 encode_avg_us=2478 encode_max_us=2790 dma_wait_avg_us=1987 dma_wait_max_us=2031 total_avg_us=6348 total_max_us=6376 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1835 eval_max_us=2209 encode_avg_us=2478 encode_max_us=2750 dma_wait_avg_us=1977 dma_wait_max_us=2243 total_avg_us=6347 total_max_us=6591 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1830 eval_max_us=2152 encode_avg_us=2475 encode_max_us=2746 dma_wait_avg_us=1988 dma_wait_max_us=2032 total_avg_us=6349 total_max_us=6416 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1830 eval_max_us=2148 encode_avg_us=2475 encode_max_us=2781 dma_wait_avg_us=1984 dma_wait_max_us=2031 total_avg_us=6347 total_max_us=6676 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1831 eval_max_us=2158 encode_avg_us=2475 encode_max_us=2746 dma_wait_avg_us=1987 dma_wait_max_us=2029 total_avg_us=6349 total_max_us=6418 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1832 eval_max_us=2141 encode_avg_us=2478 encode_max_us=2773 dma_wait_avg_us=1979 dma_wait_max_us=2158 total_avg_us=6345 total_max_us=6509 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1833 eval_max_us=2148 encode_avg_us=2474 encode_max_us=2743 dma_wait_avg_us=1987 dma_wait_max_us=2359 total_avg_us=6352 total_max_us=6707 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1836 eval_max_us=2160 encode_avg_us=2477 encode_max_us=2756 dma_wait_avg_us=1975 dma_wait_max_us=2023 total_avg_us=6344 total_max_us=6378 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1944 eval_max_us=3916 encode_avg_us=2477 encode_max_us=2809 dma_wait_avg_us=1875 dma_wait_max_us=2012 total_avg_us=6352 total_max_us=6518 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=4462 eval_max_us=5181 encode_avg_us=2488 encode_max_us=2836 dma_wait_avg_us=116 dma_wait_max_us=519 total_avg_us=7122 total_max_us=7939 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=3857 eval_max_us=5005 encode_avg_us=2478 encode_max_us=2819 dma_wait_avg_us=540 dma_wait_max_us=2004 total_avg_us=6932 total_max_us=7713 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1924 eval_max_us=4443 encode_avg_us=2477 encode_max_us=2749 dma_wait_avg_us=1908 dma_wait_max_us=2038 total_avg_us=6367 total_max_us=6998 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1838 eval_max_us=2174 encode_avg_us=2473 encode_max_us=2741 dma_wait_avg_us=1976 dma_wait_max_us=2024 total_avg_us=6345 total_max_us=6382 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1834 eval_max_us=2152 encode_avg_us=2473 encode_max_us=2732 dma_wait_avg_us=1985 dma_wait_max_us=2061 total_avg_us=6350 total_max_us=6533 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=3168 eval_max_us=4244 encode_avg_us=2477 encode_max_us=2803 dma_wait_avg_us=707 dma_wait_max_us=2036 total_avg_us=6409 total_max_us=6848 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=3813 eval_max_us=4187 encode_avg_us=2486 encode_max_us=2795 dma_wait_avg_us=37 dma_wait_max_us=102 total_avg_us=6391 total_max_us=6863 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=3460 eval_max_us=4345 encode_avg_us=2478 encode_max_us=2810 dma_wait_avg_us=409 dma_wait_max_us=2012 total_avg_us=6406 total_max_us=7059 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1937 eval_max_us=3975 encode_avg_us=2473 encode_max_us=2743 dma_wait_avg_us=1887 dma_wait_max_us=2027 total_avg_us=6353 total_max_us=6586 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1836 eval_max_us=2161 encode_avg_us=2477 encode_max_us=2777 dma_wait_avg_us=1980 dma_wait_max_us=2023 total_avg_us=6349 total_max_us=6414 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1834 eval_max_us=2177 encode_avg_us=2476 encode_max_us=2757 dma_wait_avg_us=1977 dma_wait_max_us=2055 total_avg_us=6345 total_max_us=6435 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1839 eval_max_us=2157 encode_avg_us=2479 encode_max_us=2781 dma_wait_avg_us=1973 dma_wait_max_us=2022 total_avg_us=6349 total_max_us=6386 heap_free=81376
